model,image_id,ref_id,category_id,query,clean_eligible,raw_clean_candidate_count,tracked_clean_candidate_count,clean_correct,clean_best_iou,diagnostic_budget,diagnostic_probe_count,diagnostic_coverage,diagnostic_coverage_lower,diagnostic_coverage_upper,diagnostic_conditional_ranking,diagnostic_conditional_ranking_lower,diagnostic_conditional_ranking_upper,diagnostic_operational,diagnostic_operational_lower,diagnostic_operational_upper,diagnostic_coverage_risk,diagnostic_ranking_risk,diagnostic_risk_decomposition_error,reference_probe_count,reference_coverage,reference_coverage_lower,reference_coverage_upper,reference_conditional_ranking,reference_conditional_ranking_lower,reference_conditional_ranking_upper,reference_operational,reference_operational_lower,reference_operational_upper,reference_coverage_risk,reference_ranking_risk,reference_risk_decomposition_error,full_manifest_operational
yoloworld,576188,425901,-1,the number 2,0,0,0,0,0.0,20,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,576188,425901,-1,the number 2,0,0,0,0,0.0,40,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,76590,1759890,-1,person in white with belly,1,3,3,1,0.836384713190466,5,5,0.8,0.2835820638819106,0.9949492366205319,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.9949492366205319,0.19999999999999996,0.0,0.0,80,0.7875,0.6817141914403442,0.8710635049024182,0.9047619047619048,0.804143979441893,0.9642409881346669,0.7125,0.6004548866879794,0.8082395280280349,0.21250000000000002,0.075,4.163336342344337e-17,0.8
yoloworld,76590,1759890,-1,person in white with belly,1,3,3,1,0.836384713190466,10,10,0.9,0.5549838829718046,0.9974714214555382,1.0,0.6637328831200572,1.0,0.9,0.5549838829718046,0.9974714214555382,0.09999999999999998,0.0,0.0,80,0.7875,0.6817141914403442,0.8710635049024182,0.9047619047619048,0.804143979441893,0.9642409881346669,0.7125,0.6004548866879794,0.8082395280280349,0.21250000000000002,0.075,4.163336342344337e-17,0.9
yoloworld,76590,1759890,-1,person in white with belly,1,3,3,1,0.836384713190466,20,20,0.85,0.6210731734546859,0.9679290628145363,0.8823529411764706,0.6355908378987498,0.9854206831596976,0.75,0.5089541282920425,0.9134285308985653,0.15000000000000002,0.10000000000000002,4.163336342344337e-17,80,0.7875,0.6817141914403442,0.8710635049024182,0.9047619047619048,0.804143979441893,0.9642409881346669,0.7125,0.6004548866879794,0.8082395280280349,0.21250000000000002,0.075,4.163336342344337e-17,0.75
yoloworld,76590,1759890,-1,person in white with belly,1,3,3,1,0.836384713190466,40,40,0.875,0.7319670826382796,0.9581403738613833,0.9428571428571428,0.8084285936547608,0.9930032363716905,0.825,0.6722098666384142,0.9266172706479148,0.125,0.05000000000000002,2.7755575615628914e-17,80,0.7875,0.6817141914403442,0.8710635049024182,0.9047619047619048,0.804143979441893,0.9642409881346669,0.7125,0.6004548866879794,0.8082395280280349,0.21250000000000002,0.075,4.163336342344337e-17,0.825
yoloworld,425325,2154546,-1,pink shirt purple pants,1,4,4,0,0.4174848259502098,5,5,0.2,0.005050763379468061,0.7164179361180893,1.0,0.025000000000000022,1.0,0.2,0.005050763379468061,0.7164179361180893,0.8,0.0,0.0,80,0.3,0.20257392914667277,0.412759323081376,0.75,0.5328871975773306,0.902269590525467,0.225,0.13913721049893182,0.33208632006125094,0.7,0.075,6.938893903907228e-17,0.2
yoloworld,425325,2154546,-1,pink shirt purple pants,1,4,4,0,0.4174848259502098,10,10,0.1,0.0025285785444617865,0.4450161170281954,1.0,0.025000000000000022,1.0,0.1,0.0025285785444617865,0.4450161170281954,0.9,0.0,0.0,80,0.3,0.20257392914667277,0.412759323081376,0.75,0.5328871975773306,0.902269590525467,0.225,0.13913721049893182,0.33208632006125094,0.7,0.075,6.938893903907228e-17,0.1
yoloworld,425325,2154546,-1,pink shirt purple pants,1,4,4,0,0.4174848259502098,20,20,0.15,0.032070937185463715,0.378926826545314,1.0,0.29240177382128674,1.0,0.15,0.032070937185463715,0.378926826545314,0.85,0.0,0.0,80,0.3,0.20257392914667277,0.412759323081376,0.75,0.5328871975773306,0.902269590525467,0.225,0.13913721049893182,0.33208632006125094,0.7,0.075,6.938893903907228e-17,0.15
yoloworld,425325,2154546,-1,pink shirt purple pants,1,4,4,0,0.4174848259502098,40,40,0.225,0.10839663898407204,0.3845116773034227,0.6666666666666666,0.2992950562085404,0.9251453685803082,0.15,0.057102258154525895,0.29835266683957645,0.775,0.07500000000000001,5.551115123125783e-17,80,0.3,0.20257392914667277,0.412759323081376,0.75,0.5328871975773306,0.902269590525467,0.225,0.13913721049893182,0.33208632006125094,0.7,0.075,6.938893903907228e-17,0.15
yoloworld,248830,480067,-1,kid with glasses,0,0,0,0,0.0,5,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,248830,480067,-1,kid with glasses,0,0,0,0,0.0,10,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,248830,480067,-1,kid with glasses,0,0,0,0,0.0,20,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,248830,480067,-1,kid with glasses,0,0,0,0,0.0,40,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,492096,1259440,-1,THE BACK OF A WOMAN,1,3,3,0,0.05262398645284953,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,1.0
yoloworld,492096,1259440,-1,THE BACK OF A WOMAN,1,3,3,0,0.05262398645284953,10,10,0.9,0.5549838829718046,0.9974714214555382,1.0,0.6637328831200572,1.0,0.9,0.5549838829718046,0.9974714214555382,0.09999999999999998,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.9
yoloworld,492096,1259440,-1,THE BACK OF A WOMAN,1,3,3,0,0.05262398645284953,20,20,0.85,0.6210731734546859,0.9679290628145363,1.0,0.8049356770309068,1.0,0.85,0.6210731734546859,0.9679290628145363,0.15000000000000002,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.85
yoloworld,492096,1259440,-1,THE BACK OF A WOMAN,1,3,3,0,0.05262398645284953,40,40,0.825,0.6722098666384142,0.9266172706479148,1.0,0.8942371899254207,1.0,0.825,0.6722098666384142,0.9266172706479148,0.17500000000000004,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.825
yoloworld,571563,474473,-1,blue vest,1,3,3,0,0.19553116653376426,5,5,1.0,0.47817624989501856,1.0,0.8,0.2835820638819106,0.9949492366205319,0.8,0.2835820638819106,0.9949492366205319,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.9375,0.8601429247023609,0.9793969276979898,0.9375,0.8601429247023609,0.9793969276979898,0.0,0.0625,0.0,0.8
yoloworld,571563,474473,-1,blue vest,1,3,3,0,0.19553116653376426,10,10,1.0,0.6915028921812392,1.0,0.9,0.5549838829718046,0.9974714214555382,0.9,0.5549838829718046,0.9974714214555382,0.0,0.09999999999999998,0.0,80,1.0,0.9549359649323077,1.0,0.9375,0.8601429247023609,0.9793969276979898,0.9375,0.8601429247023609,0.9793969276979898,0.0,0.0625,0.0,0.9
yoloworld,571563,474473,-1,blue vest,1,3,3,0,0.19553116653376426,20,20,1.0,0.8315665290169146,1.0,0.95,0.7512672372279723,0.9987349105020502,0.95,0.7512672372279723,0.9987349105020502,0.0,0.050000000000000044,0.0,80,1.0,0.9549359649323077,1.0,0.9375,0.8601429247023609,0.9793969276979898,0.9375,0.8601429247023609,0.9793969276979898,0.0,0.0625,0.0,0.95
yoloworld,571563,474473,-1,blue vest,1,3,3,0,0.19553116653376426,40,40,1.0,0.9119026971211976,1.0,0.975,0.8684141415172343,0.9993672550679505,0.975,0.8684141415172343,0.9993672550679505,0.0,0.025000000000000022,0.0,80,1.0,0.9549359649323077,1.0,0.9375,0.8601429247023609,0.9793969276979898,0.9375,0.8601429247023609,0.9793969276979898,0.0,0.0625,0.0,0.975
yoloworld,485954,55004,-1,beige and white horse,1,3,3,1,0.953281654929931,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,1.0,0.9543787472413889,1.0,0.9875,0.9323122155360776,0.9996835774723672,0.012499999999999956,0.0,0.0,1.0
yoloworld,485954,55004,-1,beige and white horse,1,3,3,1,0.953281654929931,10,10,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,0.0,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,1.0,0.9543787472413889,1.0,0.9875,0.9323122155360776,0.9996835774723672,0.012499999999999956,0.0,0.0,1.0
yoloworld,485954,55004,-1,beige and white horse,1,3,3,1,0.953281654929931,20,20,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,0.0,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,1.0,0.9543787472413889,1.0,0.9875,0.9323122155360776,0.9996835774723672,0.012499999999999956,0.0,0.0,1.0
yoloworld,485954,55004,-1,beige and white horse,1,3,3,1,0.953281654929931,40,40,0.975,0.8684141415172343,0.9993672550679505,1.0,0.9097488990396657,1.0,0.975,0.8684141415172343,0.9993672550679505,0.025000000000000022,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,1.0,0.9543787472413889,1.0,0.9875,0.9323122155360776,0.9996835774723672,0.012499999999999956,0.0,0.0,0.975
yoloworld,410107,446571,-1,GUY,1,3,3,1,0.9700842115026145,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,0.975,0.9125928440694078,0.9969579138351904,1.0,0.9538075796719513,1.0,0.975,0.9125928440694078,0.9969579138351904,0.025000000000000022,0.0,0.0,1.0
yoloworld,410107,446571,-1,GUY,1,3,3,1,0.9700842115026145,10,10,0.9,0.5549838829718046,0.9974714214555382,1.0,0.6637328831200572,1.0,0.9,0.5549838829718046,0.9974714214555382,0.09999999999999998,0.0,0.0,80,0.975,0.9125928440694078,0.9969579138351904,1.0,0.9538075796719513,1.0,0.975,0.9125928440694078,0.9969579138351904,0.025000000000000022,0.0,0.0,0.9
yoloworld,410107,446571,-1,GUY,1,3,3,1,0.9700842115026145,20,20,0.9,0.6830172859809176,0.9876514728297052,1.0,0.8146980318621478,1.0,0.9,0.6830172859809176,0.9876514728297052,0.09999999999999998,0.0,0.0,80,0.975,0.9125928440694078,0.9969579138351904,1.0,0.9538075796719513,1.0,0.975,0.9125928440694078,0.9969579138351904,0.025000000000000022,0.0,0.0,0.9
yoloworld,410107,446571,-1,GUY,1,3,3,1,0.9700842115026145,40,40,0.95,0.8308031360405824,0.9938863534006491,1.0,0.9074872385841217,1.0,0.95,0.8308031360405824,0.9938863534006491,0.050000000000000044,0.0,0.0,80,0.975,0.9125928440694078,0.9969579138351904,1.0,0.9538075796719513,1.0,0.975,0.9125928440694078,0.9969579138351904,0.025000000000000022,0.0,0.0,0.95
yoloworld,89882,525768,-1,blue and white jacket back of person,1,2,2,0,0.18828473251895572,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
yoloworld,89882,525768,-1,blue and white jacket back of person,1,2,2,0,0.18828473251895572,10,10,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
yoloworld,89882,525768,-1,blue and white jacket back of person,1,2,2,0,0.18828473251895572,20,20,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
yoloworld,89882,525768,-1,blue and white jacket back of person,1,2,2,0,0.18828473251895572,40,40,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
yoloworld,192524,198314,-1,girl in blue,1,4,4,0,0.0,5,5,1.0,0.47817624989501856,1.0,0.8,0.2835820638819106,0.9949492366205319,0.8,0.2835820638819106,0.9949492366205319,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.775,0.6679136799387491,0.8608627895010682,0.775,0.6679136799387491,0.8608627895010682,0.0,0.22499999999999998,0.0,0.8
yoloworld,192524,198314,-1,girl in blue,1,4,4,0,0.0,10,10,1.0,0.6915028921812392,1.0,0.8,0.4439045376923585,0.9747892736731666,0.8,0.4439045376923585,0.9747892736731666,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.775,0.6679136799387491,0.8608627895010682,0.775,0.6679136799387491,0.8608627895010682,0.0,0.22499999999999998,0.0,0.8
yoloworld,192524,198314,-1,girl in blue,1,4,4,0,0.0,20,20,1.0,0.8315665290169146,1.0,0.65,0.4078114654671719,0.8460907952154588,0.65,0.4078114654671719,0.8460907952154588,0.0,0.35,0.0,80,1.0,0.9549359649323077,1.0,0.775,0.6679136799387491,0.8608627895010682,0.775,0.6679136799387491,0.8608627895010682,0.0,0.22499999999999998,0.0,0.65
yoloworld,192524,198314,-1,girl in blue,1,4,4,0,0.0,40,40,1.0,0.9119026971211976,1.0,0.7,0.5346837147458767,0.8343727956067644,0.7,0.5346837147458767,0.8343727956067644,0.0,0.30000000000000004,0.0,80,1.0,0.9549359649323077,1.0,0.775,0.6679136799387491,0.8608627895010682,0.775,0.6679136799387491,0.8608627895010682,0.0,0.22499999999999998,0.0,0.7
yoloworld,173631,1212812,-1,girl in white shirt,1,8,5,1,0.8954357599362426,5,5,0.4,0.05274495052631693,0.8533672003653268,1.0,0.15811388300841903,1.0,0.4,0.05274495052631693,0.8533672003653268,0.6,0.0,0.0,80,0.4625,0.35027642653839836,0.5775824719951649,1.0,0.9051094125850101,1.0,0.4625,0.35027642653839836,0.5775824719951649,0.5375,0.0,0.0,0.4
yoloworld,173631,1212812,-1,girl in white shirt,1,8,5,1,0.8954357599362426,10,10,0.5,0.18708602844739855,0.8129139715526015,1.0,0.47817624989501856,1.0,0.5,0.18708602844739855,0.8129139715526015,0.5,0.0,0.0,80,0.4625,0.35027642653839836,0.5775824719951649,1.0,0.9051094125850101,1.0,0.4625,0.35027642653839836,0.5775824719951649,0.5375,0.0,0.0,0.5
yoloworld,173631,1212812,-1,girl in white shirt,1,8,5,1,0.8954357599362426,20,20,0.45,0.2305778967759242,0.6847218669594515,1.0,0.6637328831200572,1.0,0.45,0.2305778967759242,0.6847218669594515,0.55,0.0,0.0,80,0.4625,0.35027642653839836,0.5775824719951649,1.0,0.9051094125850101,1.0,0.4625,0.35027642653839836,0.5775824719951649,0.5375,0.0,0.0,0.45
yoloworld,173631,1212812,-1,girl in white shirt,1,8,5,1,0.8954357599362426,40,40,0.45,0.29258835003987993,0.6150932054659867,1.0,0.8146980318621478,1.0,0.45,0.29258835003987993,0.6150932054659867,0.55,0.0,0.0,80,0.4625,0.35027642653839836,0.5775824719951649,1.0,0.9051094125850101,1.0,0.4625,0.35027642653839836,0.5775824719951649,0.5375,0.0,0.0,0.45
yoloworld,179753,1216219,-1,man on end with tie,1,7,5,0,0.0,5,5,1.0,0.47817624989501856,1.0,0.6,0.14663279963467318,0.9472550494736831,0.6,0.14663279963467318,0.9472550494736831,0.0,0.4,0.0,80,1.0,0.9549359649323077,1.0,0.5875,0.4718483404252045,0.6964754070624058,0.5875,0.4718483404252045,0.6964754070624058,0.0,0.4125,0.0,0.6
yoloworld,179753,1216219,-1,man on end with tie,1,7,5,0,0.0,10,10,1.0,0.6915028921812392,1.0,0.8,0.4439045376923585,0.9747892736731666,0.8,0.4439045376923585,0.9747892736731666,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.5875,0.4718483404252045,0.6964754070624058,0.5875,0.4718483404252045,0.6964754070624058,0.0,0.4125,0.0,0.8
yoloworld,179753,1216219,-1,man on end with tie,1,7,5,0,0.0,20,20,1.0,0.8315665290169146,1.0,0.8,0.5633859970033317,0.9426660029499673,0.8,0.5633859970033317,0.9426660029499673,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.5875,0.4718483404252045,0.6964754070624058,0.5875,0.4718483404252045,0.6964754070624058,0.0,0.4125,0.0,0.8
yoloworld,179753,1216219,-1,man on end with tie,1,7,5,0,0.0,40,40,1.0,0.9119026971211976,1.0,0.75,0.5880380198485702,0.873085201067155,0.75,0.5880380198485702,0.873085201067155,0.0,0.25,0.0,80,1.0,0.9549359649323077,1.0,0.5875,0.4718483404252045,0.6964754070624058,0.5875,0.4718483404252045,0.6964754070624058,0.0,0.4125,0.0,0.75
yoloworld,512941,429031,-1,243,0,0,0,0,0.0,5,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,512941,429031,-1,243,0,0,0,0,0.0,10,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,512941,429031,-1,243,0,0,0,0,0.0,20,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,512941,429031,-1,243,0,0,0,0,0.0,40,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,26583,450055,-1,man,0,1,0,1,0.8802445758678191,5,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,26583,450055,-1,man,0,1,0,1,0.8802445758678191,10,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,26583,450055,-1,man,0,1,0,1,0.8802445758678191,20,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,26583,450055,-1,man,0,1,0,1,0.8802445758678191,40,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,408266,1959062,-1,table with a boy,1,5,5,1,0.7015122845219577,5,5,0.2,0.005050763379468061,0.7164179361180893,1.0,0.025000000000000022,1.0,0.2,0.005050763379468061,0.7164179361180893,0.8,0.0,0.0,80,0.45,0.3384863844898155,0.565326020905847,1.0,0.902606244085508,1.0,0.45,0.3384863844898155,0.565326020905847,0.55,0.0,0.0,0.2
yoloworld,408266,1959062,-1,table with a boy,1,5,5,1,0.7015122845219577,10,10,0.3,0.0667395111777345,0.6524528500599973,1.0,0.29240177382128674,1.0,0.3,0.0667395111777345,0.6524528500599973,0.7,0.0,0.0,80,0.45,0.3384863844898155,0.565326020905847,1.0,0.902606244085508,1.0,0.45,0.3384863844898155,0.565326020905847,0.55,0.0,0.0,0.3
yoloworld,408266,1959062,-1,table with a boy,1,5,5,1,0.7015122845219577,20,20,0.45,0.2305778967759242,0.6847218669594515,1.0,0.6637328831200572,1.0,0.45,0.2305778967759242,0.6847218669594515,0.55,0.0,0.0,80,0.45,0.3384863844898155,0.565326020905847,1.0,0.902606244085508,1.0,0.45,0.3384863844898155,0.565326020905847,0.55,0.0,0.0,0.45
yoloworld,408266,1959062,-1,table with a boy,1,5,5,1,0.7015122845219577,40,40,0.45,0.29258835003987993,0.6150932054659867,1.0,0.8146980318621478,1.0,0.45,0.29258835003987993,0.6150932054659867,0.55,0.0,0.0,80,0.45,0.3384863844898155,0.565326020905847,1.0,0.902606244085508,1.0,0.45,0.3384863844898155,0.565326020905847,0.55,0.0,0.0,0.45
yoloworld,92974,2203893,-1,person in dark clothes walking away,1,3,3,0,0.10535536277136211,5,5,0.4,0.05274495052631693,0.8533672003653268,1.0,0.15811388300841903,1.0,0.4,0.05274495052631693,0.8533672003653268,0.6,0.0,0.0,80,0.575,0.4593888114309382,0.6848902345476577,1.0,0.9229381729480993,1.0,0.575,0.4593888114309382,0.6848902345476577,0.42500000000000004,0.0,0.0,0.4
yoloworld,92974,2203893,-1,person in dark clothes walking away,1,3,3,0,0.10535536277136211,10,10,0.5,0.18708602844739855,0.8129139715526015,1.0,0.47817624989501856,1.0,0.5,0.18708602844739855,0.8129139715526015,0.5,0.0,0.0,80,0.575,0.4593888114309382,0.6848902345476577,1.0,0.9229381729480993,1.0,0.575,0.4593888114309382,0.6848902345476577,0.42500000000000004,0.0,0.0,0.5
yoloworld,92974,2203893,-1,person in dark clothes walking away,1,3,3,0,0.10535536277136211,20,20,0.55,0.3152781330405486,0.7694221032240758,1.0,0.7150858470818456,1.0,0.55,0.3152781330405486,0.7694221032240758,0.44999999999999996,0.0,0.0,80,0.575,0.4593888114309382,0.6848902345476577,1.0,0.9229381729480993,1.0,0.575,0.4593888114309382,0.6848902345476577,0.42500000000000004,0.0,0.0,0.55
yoloworld,92974,2203893,-1,person in dark clothes walking away,1,3,3,0,0.10535536277136211,40,40,0.575,0.40890058042696337,0.7295709687311371,1.0,0.8518148710847756,1.0,0.575,0.40890058042696337,0.7295709687311371,0.42500000000000004,0.0,0.0,80,0.575,0.4593888114309382,0.6848902345476577,1.0,0.9229381729480993,1.0,0.575,0.4593888114309382,0.6848902345476577,0.42500000000000004,0.0,0.0,0.575
yoloworld,63683,470988,-1,player,0,0,0,0,0.0,5,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,63683,470988,-1,player,0,0,0,0,0.0,10,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,63683,470988,-1,player,0,0,0,0,0.0,20,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,63683,470988,-1,player,0,0,0,0,0.0,40,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,414961,457496,-1,WOMAN,1,2,2,1,0.9314506441927799,5,5,1.0,0.47817624989501856,1.0,0.8,0.2835820638819106,0.9949492366205319,0.8,0.2835820638819106,0.9949492366205319,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.875,0.7821108659305637,0.9383979034415657,0.875,0.7821108659305637,0.9383979034415657,0.0,0.125,0.0,0.8
yoloworld,414961,457496,-1,WOMAN,1,2,2,1,0.9314506441927799,10,10,1.0,0.6915028921812392,1.0,0.9,0.5549838829718046,0.9974714214555382,0.9,0.5549838829718046,0.9974714214555382,0.0,0.09999999999999998,0.0,80,1.0,0.9549359649323077,1.0,0.875,0.7821108659305637,0.9383979034415657,0.875,0.7821108659305637,0.9383979034415657,0.0,0.125,0.0,0.9
yoloworld,414961,457496,-1,WOMAN,1,2,2,1,0.9314506441927799,20,20,1.0,0.8315665290169146,1.0,0.85,0.6210731734546859,0.9679290628145363,0.85,0.6210731734546859,0.9679290628145363,0.0,0.15000000000000002,0.0,80,1.0,0.9549359649323077,1.0,0.875,0.7821108659305637,0.9383979034415657,0.875,0.7821108659305637,0.9383979034415657,0.0,0.125,0.0,0.85
yoloworld,414961,457496,-1,WOMAN,1,2,2,1,0.9314506441927799,40,40,1.0,0.9119026971211976,1.0,0.875,0.7319670826382796,0.9581403738613833,0.875,0.7319670826382796,0.9581403738613833,0.0,0.125,0.0,80,1.0,0.9549359649323077,1.0,0.875,0.7821108659305637,0.9383979034415657,0.875,0.7821108659305637,0.9383979034415657,0.0,0.125,0.0,0.875
