model,image_id,ref_id,category_id,query,clean_eligible,raw_clean_candidate_count,tracked_clean_candidate_count,clean_correct,clean_best_iou,diagnostic_budget,diagnostic_probe_count,diagnostic_coverage,diagnostic_coverage_lower,diagnostic_coverage_upper,diagnostic_conditional_ranking,diagnostic_conditional_ranking_lower,diagnostic_conditional_ranking_upper,diagnostic_operational,diagnostic_operational_lower,diagnostic_operational_upper,diagnostic_coverage_risk,diagnostic_ranking_risk,diagnostic_risk_decomposition_error,reference_probe_count,reference_coverage,reference_coverage_lower,reference_coverage_upper,reference_conditional_ranking,reference_conditional_ranking_lower,reference_conditional_ranking_upper,reference_operational,reference_operational_lower,reference_operational_upper,reference_coverage_risk,reference_ranking_risk,reference_risk_decomposition_error,full_manifest_operational
owlv2,248830,480067,-1,kid with glasses,1,20,5,0,0.0083900229878187,5,5,0.8,0.2835820638819106,0.994949236620532,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.994949236620532,0.1999999999999999,0.0,0.0,80,0.8375,0.7381631061748872,0.9105383582774708,1.0,0.9464303458729032,1.0,0.8375,0.7381631061748872,0.9105383582774708,0.1624999999999999,0.0,0.0,0.8
owlv2,248830,480067,-1,kid with glasses,1,20,5,0,0.0083900229878187,10,10,0.8,0.4439045376923585,0.9747892736731666,1.0,0.6305833524471808,1.0,0.8,0.4439045376923585,0.9747892736731666,0.1999999999999999,0.0,0.0,80,0.8375,0.7381631061748872,0.9105383582774708,1.0,0.9464303458729032,1.0,0.8375,0.7381631061748872,0.9105383582774708,0.1624999999999999,0.0,0.0,0.8
owlv2,248830,480067,-1,kid with glasses,1,20,5,0,0.0083900229878187,20,20,0.85,0.6210731734546859,0.9679290628145364,1.0,0.8049356770309068,1.0,0.85,0.6210731734546859,0.9679290628145364,0.15,0.0,0.0,80,0.8375,0.7381631061748872,0.9105383582774708,1.0,0.9464303458729032,1.0,0.8375,0.7381631061748872,0.9105383582774708,0.1624999999999999,0.0,0.0,0.85
owlv2,248830,480067,-1,kid with glasses,1,20,5,0,0.0083900229878187,40,40,0.925,0.796135251267101,0.9842578201489584,1.0,0.90510941258501,1.0,0.925,0.796135251267101,0.9842578201489584,0.0749999999999999,0.0,0.0,80,0.8375,0.7381631061748872,0.9105383582774708,1.0,0.9464303458729032,1.0,0.8375,0.7381631061748872,0.9105383582774708,0.1624999999999999,0.0,0.0,0.925
owlv2,492096,1259440,-1,THE BACK OF A WOMAN,1,20,5,1,0.9418456990479364,5,5,1.0,0.4781762498950185,1.0,1.0,0.4781762498950185,1.0,1.0,0.4781762498950185,1.0,0.0,0.0,0.0,80,0.9625,0.8942980149834914,0.9921988127342832,0.7792207792207793,0.6702142528796957,0.8658110573641623,0.75,0.64063652409315,0.8401203554931442,0.0374999999999999,0.2124999999999999,5.551115123125783e-17,1.0
owlv2,492096,1259440,-1,THE BACK OF A WOMAN,1,20,5,1,0.9418456990479364,10,10,1.0,0.6915028921812392,1.0,0.9,0.5549838829718046,0.9974714214555382,0.9,0.5549838829718046,0.9974714214555382,0.0,0.0999999999999999,0.0,80,0.9625,0.8942980149834914,0.9921988127342832,0.7792207792207793,0.6702142528796957,0.8658110573641623,0.75,0.64063652409315,0.8401203554931442,0.0374999999999999,0.2124999999999999,5.551115123125783e-17,0.9
owlv2,492096,1259440,-1,THE BACK OF A WOMAN,1,20,5,1,0.9418456990479364,20,20,1.0,0.8315665290169146,1.0,0.8,0.5633859970033317,0.9426660029499672,0.8,0.5633859970033317,0.9426660029499672,0.0,0.1999999999999999,0.0,80,0.9625,0.8942980149834914,0.9921988127342832,0.7792207792207793,0.6702142528796957,0.8658110573641623,0.75,0.64063652409315,0.8401203554931442,0.0374999999999999,0.2124999999999999,5.551115123125783e-17,0.8
owlv2,492096,1259440,-1,THE BACK OF A WOMAN,1,20,5,1,0.9418456990479364,40,40,1.0,0.9119026971211976,1.0,0.775,0.6154883226965773,0.891603361015928,0.775,0.6154883226965773,0.891603361015928,0.0,0.2249999999999999,0.0,80,0.9625,0.8942980149834914,0.9921988127342832,0.7792207792207793,0.6702142528796957,0.8658110573641623,0.75,0.64063652409315,0.8401203554931442,0.0374999999999999,0.2124999999999999,5.551115123125783e-17,0.775
owlv2,571563,474473,-1,blue vest,1,20,5,0,0.2088228591097761,5,5,1.0,0.4781762498950185,1.0,1.0,0.4781762498950185,1.0,1.0,0.4781762498950185,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,0.0,0.0,0.0,1.0
owlv2,571563,474473,-1,blue vest,1,20,5,0,0.2088228591097761,10,10,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,0.0,0.0,0.0,1.0
owlv2,571563,474473,-1,blue vest,1,20,5,0,0.2088228591097761,20,20,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,0.0,0.0,0.0,1.0
owlv2,571563,474473,-1,blue vest,1,20,5,0,0.2088228591097761,40,40,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,0.0,0.0,0.0,1.0
owlv2,485954,55004,-1,beige and white horse,1,20,5,1,0.8729613340278612,5,5,0.8,0.2835820638819106,0.994949236620532,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.994949236620532,0.1999999999999999,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,0.9873417721518988,0.931480090513228,0.9996795727656956,0.975,0.9125928440694078,0.9969579138351904,0.0124999999999999,0.0124999999999999,1.0928757898653883e-16,0.8
owlv2,485954,55004,-1,beige and white horse,1,20,5,1,0.8729613340278612,10,10,0.8,0.4439045376923585,0.9747892736731666,1.0,0.6305833524471808,1.0,0.8,0.4439045376923585,0.9747892736731666,0.1999999999999999,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,0.9873417721518988,0.931480090513228,0.9996795727656956,0.975,0.9125928440694078,0.9969579138351904,0.0124999999999999,0.0124999999999999,1.0928757898653883e-16,0.8
owlv2,485954,55004,-1,beige and white horse,1,20,5,1,0.8729613340278612,20,20,0.9,0.6830172859809176,0.9876514728297052,1.0,0.8146980318621478,1.0,0.9,0.6830172859809176,0.9876514728297052,0.0999999999999999,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,0.9873417721518988,0.931480090513228,0.9996795727656956,0.975,0.9125928440694078,0.9969579138351904,0.0124999999999999,0.0124999999999999,1.0928757898653883e-16,0.9
owlv2,485954,55004,-1,beige and white horse,1,20,5,1,0.8729613340278612,40,40,0.9,0.7633626001239001,0.9720745847057808,1.0,0.902606244085508,1.0,0.9,0.7633626001239001,0.9720745847057808,0.0999999999999999,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,0.9873417721518988,0.931480090513228,0.9996795727656956,0.975,0.9125928440694078,0.9969579138351904,0.0124999999999999,0.0124999999999999,1.0928757898653883e-16,0.9
owlv2,410107,446571,-1,GUY,1,15,5,1,0.9193571348283022,5,5,1.0,0.4781762498950185,1.0,1.0,0.4781762498950185,1.0,1.0,0.4781762498950185,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,0.0,0.0,0.0,1.0
owlv2,410107,446571,-1,GUY,1,15,5,1,0.9193571348283022,10,10,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,0.0,0.0,0.0,1.0
owlv2,410107,446571,-1,GUY,1,15,5,1,0.9193571348283022,20,20,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,0.0,0.0,0.0,1.0
owlv2,410107,446571,-1,GUY,1,15,5,1,0.9193571348283022,40,40,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,1.0,0.9549359649323076,1.0,0.0,0.0,0.0,1.0
owlv2,89882,525768,-1,blue and white jacket back of person,1,20,5,1,0.8530450690167111,5,5,0.8,0.2835820638819106,0.994949236620532,0.5,0.0675859864885429,0.932414013511457,0.4,0.0527449505263169,0.8533672003653268,0.1999999999999999,0.4,0.0,80,0.9125,0.8279916615801152,0.9640936410104411,0.6027397260273972,0.481401430076984,0.7154727055487298,0.55,0.4346739790941529,0.6615136155101845,0.0875,0.3625,1.1102230246251563e-16,0.4
owlv2,89882,525768,-1,blue and white jacket back of person,1,20,5,1,0.8530450690167111,10,10,0.8,0.4439045376923585,0.9747892736731666,0.625,0.2448632163665516,0.9147665858627464,0.5,0.1870860284473985,0.8129139715526015,0.1999999999999999,0.3,0.0,80,0.9125,0.8279916615801152,0.9640936410104411,0.6027397260273972,0.481401430076984,0.7154727055487298,0.55,0.4346739790941529,0.6615136155101845,0.0875,0.3625,1.1102230246251563e-16,0.5
owlv2,89882,525768,-1,blue and white jacket back of person,1,20,5,1,0.8530450690167111,20,20,0.85,0.6210731734546859,0.9679290628145364,0.7058823529411765,0.4404172812456629,0.8968644856296799,0.6,0.3605425873074897,0.8088099392746928,0.15,0.2499999999999999,5.551115123125783e-17,80,0.9125,0.8279916615801152,0.9640936410104411,0.6027397260273972,0.481401430076984,0.7154727055487298,0.55,0.4346739790941529,0.6615136155101845,0.0875,0.3625,1.1102230246251563e-16,0.6
owlv2,89882,525768,-1,blue and white jacket back of person,1,20,5,1,0.8530450690167111,40,40,0.85,0.7016473331604236,0.942897741845474,0.6470588235294118,0.4648863708910421,0.8025413520876575,0.55,0.3849067945340133,0.7074116499601201,0.15,0.3,5.551115123125783e-17,80,0.9125,0.8279916615801152,0.9640936410104411,0.6027397260273972,0.481401430076984,0.7154727055487298,0.55,0.4346739790941529,0.6615136155101845,0.0875,0.3625,1.1102230246251563e-16,0.55
owlv2,192524,198314,-1,girl in blue,1,11,5,1,0.7775445763236842,5,5,1.0,0.4781762498950185,1.0,0.8,0.2835820638819106,0.994949236620532,0.8,0.2835820638819106,0.994949236620532,0.0,0.1999999999999999,0.0,80,1.0,0.9549359649323076,1.0,0.6625,0.5480943856258318,0.7644738620163491,0.6625,0.5480943856258318,0.7644738620163491,0.0,0.3375,0.0,0.8
owlv2,192524,198314,-1,girl in blue,1,11,5,1,0.7775445763236842,10,10,1.0,0.6915028921812392,1.0,0.6,0.2623780766069451,0.8784477418801728,0.6,0.2623780766069451,0.8784477418801728,0.0,0.4,0.0,80,1.0,0.9549359649323076,1.0,0.6625,0.5480943856258318,0.7644738620163491,0.6625,0.5480943856258318,0.7644738620163491,0.0,0.3375,0.0,0.6
owlv2,192524,198314,-1,girl in blue,1,11,5,1,0.7775445763236842,20,20,1.0,0.8315665290169146,1.0,0.7,0.4572108177237109,0.8810684095942722,0.7,0.4572108177237109,0.8810684095942722,0.0,0.3,0.0,80,1.0,0.9549359649323076,1.0,0.6625,0.5480943856258318,0.7644738620163491,0.6625,0.5480943856258318,0.7644738620163491,0.0,0.3375,0.0,0.7
owlv2,192524,198314,-1,girl in blue,1,11,5,1,0.7775445763236842,40,40,0.975,0.8684141415172343,0.9993672550679504,0.5641025641025641,0.3962080170142713,0.7218923703235907,0.55,0.3849067945340133,0.7074116499601201,0.025,0.425,5.551115123125783e-17,80,1.0,0.9549359649323076,1.0,0.6625,0.5480943856258318,0.7644738620163491,0.6625,0.5480943856258318,0.7644738620163491,0.0,0.3375,0.0,0.55
owlv2,173631,1212812,-1,girl in white shirt,1,20,5,0,0.286485631668528,5,5,1.0,0.4781762498950185,1.0,0.6,0.1466327996346731,0.9472550494736832,0.6,0.1466327996346731,0.9472550494736832,0.0,0.4,0.0,80,1.0,0.9549359649323076,1.0,0.675,0.5610629543955516,0.7755404148225468,0.675,0.5610629543955516,0.7755404148225468,0.0,0.3249999999999999,0.0,0.6
owlv2,173631,1212812,-1,girl in white shirt,1,20,5,0,0.286485631668528,10,10,1.0,0.6915028921812392,1.0,0.7,0.3475471499400027,0.9332604888222656,0.7,0.3475471499400027,0.9332604888222656,0.0,0.3,0.0,80,1.0,0.9549359649323076,1.0,0.675,0.5610629543955516,0.7755404148225468,0.675,0.5610629543955516,0.7755404148225468,0.0,0.3249999999999999,0.0,0.7
owlv2,173631,1212812,-1,girl in white shirt,1,20,5,0,0.286485631668528,20,20,1.0,0.8315665290169146,1.0,0.85,0.6210731734546859,0.9679290628145364,0.85,0.6210731734546859,0.9679290628145364,0.0,0.15,0.0,80,1.0,0.9549359649323076,1.0,0.675,0.5610629543955516,0.7755404148225468,0.675,0.5610629543955516,0.7755404148225468,0.0,0.3249999999999999,0.0,0.85
owlv2,173631,1212812,-1,girl in white shirt,1,20,5,0,0.286485631668528,40,40,1.0,0.9119026971211976,1.0,0.775,0.6154883226965773,0.891603361015928,0.775,0.6154883226965773,0.891603361015928,0.0,0.2249999999999999,0.0,80,1.0,0.9549359649323076,1.0,0.675,0.5610629543955516,0.7755404148225468,0.675,0.5610629543955516,0.7755404148225468,0.0,0.3249999999999999,0.0,0.775
owlv2,179753,1216219,-1,man on end with tie,1,20,5,0,0.0,5,5,0.8,0.2835820638819106,0.994949236620532,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.994949236620532,0.1999999999999999,0.0,0.0,80,0.75,0.64063652409315,0.8401203554931442,0.9666666666666668,0.8847189555807483,0.9959373753579064,0.725,0.6137565791555908,0.8189623614429612,0.25,0.0249999999999999,2.775557561562892e-17,0.8
owlv2,179753,1216219,-1,man on end with tie,1,20,5,0,0.0,10,10,0.8,0.4439045376923585,0.9747892736731666,0.875,0.4734903291247935,0.996840276468748,0.7,0.3475471499400027,0.9332604888222656,0.1999999999999999,0.1,8.326672684688674e-17,80,0.75,0.64063652409315,0.8401203554931442,0.9666666666666668,0.8847189555807483,0.9959373753579064,0.725,0.6137565791555908,0.8189623614429612,0.25,0.0249999999999999,2.775557561562892e-17,0.7
owlv2,179753,1216219,-1,man on end with tie,1,20,5,0,0.0,20,20,0.85,0.6210731734546859,0.9679290628145364,0.9411764705882352,0.7131106033327794,0.9985118256087334,0.8,0.5633859970033317,0.9426660029499672,0.15,0.05,7.63278329429795e-17,80,0.75,0.64063652409315,0.8401203554931442,0.9666666666666668,0.8847189555807483,0.9959373753579064,0.725,0.6137565791555908,0.8189623614429612,0.25,0.0249999999999999,2.775557561562892e-17,0.8
owlv2,179753,1216219,-1,man on end with tie,1,20,5,0,0.0,40,40,0.875,0.7319670826382796,0.9581403738613832,0.9714285714285714,0.8508279203435684,0.999276895623662,0.85,0.7016473331604236,0.942897741845474,0.125,0.025,1.3877787807814457e-17,80,0.75,0.64063652409315,0.8401203554931442,0.9666666666666668,0.8847189555807483,0.9959373753579064,0.725,0.6137565791555908,0.8189623614429612,0.25,0.0249999999999999,2.775557561562892e-17,0.85
owlv2,512941,429031,-1,243,1,6,5,0,0.0,5,5,0.4,0.0527449505263169,0.8533672003653268,1.0,0.158113883008419,1.0,0.4,0.0527449505263169,0.8533672003653268,0.6,0.0,0.0,80,0.3625,0.2578948953716181,0.4776127212648084,0.7241379310344828,0.5276155175699662,0.8726598858977699,0.2625,0.1704092511004082,0.3728508302124319,0.6375,0.0999999999999999,9.714451465470121e-17,0.4
owlv2,512941,429031,-1,243,1,6,5,0,0.0,10,10,0.5,0.1870860284473985,0.8129139715526015,0.6,0.1466327996346731,0.9472550494736832,0.3,0.0667395111777345,0.6524528500599973,0.5,0.2,5.551115123125783e-17,80,0.3625,0.2578948953716181,0.4776127212648084,0.7241379310344828,0.5276155175699662,0.8726598858977699,0.2625,0.1704092511004082,0.3728508302124319,0.6375,0.0999999999999999,9.714451465470121e-17,0.3
owlv2,512941,429031,-1,243,1,6,5,0,0.0,20,20,0.45,0.2305778967759242,0.6847218669594515,0.6666666666666666,0.2992950562085404,0.9251453685803082,0.3,0.1189315904057277,0.5427891822762891,0.55,0.15,1.1102230246251563e-16,80,0.3625,0.2578948953716181,0.4776127212648084,0.7241379310344828,0.5276155175699662,0.8726598858977699,0.2625,0.1704092511004082,0.3728508302124319,0.6375,0.0999999999999999,9.714451465470121e-17,0.3
owlv2,512941,429031,-1,243,1,6,5,0,0.0,40,40,0.425,0.2704290312688629,0.5910994195730366,0.6470588235294118,0.3832836634434029,0.857902516889779,0.275,0.1460089919638656,0.4388829071790481,0.575,0.15,2.775557561562892e-17,80,0.3625,0.2578948953716181,0.4776127212648084,0.7241379310344828,0.5276155175699662,0.8726598858977699,0.2625,0.1704092511004082,0.3728508302124319,0.6375,0.0999999999999999,9.714451465470121e-17,0.275
owlv2,26583,450055,-1,man,1,3,2,1,0.8332860618407528,5,5,0.8,0.2835820638819106,0.994949236620532,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.994949236620532,0.1999999999999999,0.0,0.0,80,0.9375,0.8601429247023609,0.9793969276979898,1.0,0.9520049359448576,1.0,0.9375,0.8601429247023609,0.9793969276979898,0.0625,0.0,0.0,0.8
owlv2,26583,450055,-1,man,1,3,2,1,0.8332860618407528,10,10,0.9,0.5549838829718046,0.9974714214555382,1.0,0.6637328831200572,1.0,0.9,0.5549838829718046,0.9974714214555382,0.0999999999999999,0.0,0.0,80,0.9375,0.8601429247023609,0.9793969276979898,1.0,0.9520049359448576,1.0,0.9375,0.8601429247023609,0.9793969276979898,0.0625,0.0,0.0,0.9
owlv2,26583,450055,-1,man,1,3,2,1,0.8332860618407528,20,20,0.95,0.7512672372279723,0.9987349105020502,1.0,0.8235330881930346,1.0,0.95,0.7512672372279723,0.9987349105020502,0.05,0.0,0.0,80,0.9375,0.8601429247023609,0.9793969276979898,1.0,0.9520049359448576,1.0,0.9375,0.8601429247023609,0.9793969276979898,0.0625,0.0,0.0,0.95
owlv2,26583,450055,-1,man,1,3,2,1,0.8332860618407528,40,40,0.975,0.8684141415172343,0.9993672550679504,1.0,0.9097488990396656,1.0,0.975,0.8684141415172343,0.9993672550679504,0.025,0.0,0.0,80,0.9375,0.8601429247023609,0.9793969276979898,1.0,0.9520049359448576,1.0,0.9375,0.8601429247023609,0.9793969276979898,0.0625,0.0,0.0,0.975
owlv2,408266,1959062,-1,table with a boy,1,20,5,1,0.9838017465890836,5,5,1.0,0.4781762498950185,1.0,0.4,0.0527449505263169,0.8533672003653268,0.4,0.0527449505263169,0.8533672003653268,0.0,0.6,0.0,80,1.0,0.9549359649323076,1.0,0.6125,0.4969755425018991,0.7194348668752178,0.6125,0.4969755425018991,0.7194348668752178,0.0,0.3874999999999999,0.0,0.4
